ID,Text,Category
966,"With decent and affordable housing that our people can buy and own and live in, so that we end the shame of hopelessness in America.",No
967,With decent and affordable healthcare for all working families.,No
968,"Yes, it's a tough problem as Mr. Bush says, but it's not an insolvable problem.",No
969,"It's one that we will solve and must solve, with a clean and wholesome environment and with a strong America that's strong militarily and economically as we must be, an America that provides strong international leadership because we're true to our values.",No
970,"We have an opportunity working together to build that future, to build a better America, to build a best America, because the best America doesn't hide.",No
974,The best America doesn't leave some of its citizens behind.,No
975,We live-we bring everybody along.,No
976,And the best America is not behind us.,No
1004,"Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have.",No
1005,"Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces.",No
1006,"I think the American people will be called upon to uh - uh - be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific.",No
1007,The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically.,No
1008,I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget.,No
1009,"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.",No
